,id,name,acronym,hexcolor,level,parent,order
364,234,Temporal association areas layer 4,TEa4,#15b0b3,7,541.0,363
365,289,Temporal association areas layer 5,TEa5,#15b0b3,7,541.0,364
366,729,Temporal association areas layer 6a,TEa6a,#15b0b3,7,541.0,365
367,786,Temporal association areas layer 6b,TEa6b,#15b0b3,7,541.0,366
368,922,Perirhinal area,PERI,#0e9684,6,315.0,367
369,540,Perirhinal area layer 1,PERI1,#0e9684,7,922.0,368
370,888,Perirhinal area layer 2/3,PERI2/3,#0e9684,7,922.0,369
371,692,Perirhinal area layer 5,PERI5,#0e9684,7,922.0,370
372,335,Perirhinal area layer 6a,PERI6a,#0e9684,7,922.0,371
373,368,Perirhinal area layer 6b,PERI6b,#0e9684,7,922.0,372
374,895,Ectorhinal area,ECT,#0d9f91,6,315.0,373
375,836,Ectorhinal area/Layer 1,ECT1,#0d9f91,7,895.0,374
376,427,Ectorhinal area/Layer 2/3,ECT2/3,#0d9f91,7,895.0,375
377,988,Ectorhinal area/Layer 5,ECT5,#0d9f91,7,895.0,376
378,977,Ectorhinal area/Layer 6a,ECT6a,#0d9f91,7,895.0,377
379,1045,Ectorhinal area/Layer 6b,ECT6b,#0d9f91,7,895.0,378
380,698,Olfactory areas,OLF,#9ad2bd,5,695.0,379
381,507,Main olfactory bulb,MOB,#9ad2bd,6,698.0,380
382,212,Main olfactory bulb glomerular layer,MOBgl,#82c7ae,7,507.0,381
383,220,Main olfactory bulb granule layer,MOBgr,#82c7ae,7,507.0,382
384,228,Main olfactory bulb inner plexiform layer,MOBipl,#9ad2bd,7,507.0,383
385,236,Main olfactory bulb mitral layer,MOBmi,#82c7ae,7,507.0,384
386,244,Main olfactory bulb outer plexiform layer,MOBopl,#9ad2bd,7,507.0,385
387,151,Accessory olfactory bulb,AOB,#9df0d2,6,698.0,386
388,188,Accessory olfactory bulb glomerular layer,AOBgl,#9df0d2,7,151.0,387
389,196,Accessory olfactory bulb granular layer,AOBgr,#95e4c8,7,151.0,388
390,204,Accessory olfactory bulb mitral layer,AOBmi,#9df0d2,7,151.0,389
391,159,Anterior olfactory nucleus,AON,#54bf94,6,698.0,390
392,167,Anterior olfactory nucleus dorsal part,AONd,#54bf94,7,159.0,391
393,175,Anterior olfactory nucleus external part,AONe,#54bf94,7,159.0,392
394,183,Anterior olfactory nucleus lateral part,AONl,#54bf94,7,159.0,393
395,191,Anterior olfactory nucleus medial part,AONm,#54bf94,7,159.0,394
396,199,Anterior olfactory nucleus posteroventral part,AONpv,#54bf94,7,159.0,395
397,160,Anterior olfactory nucleus layer 1,AON1,#54bf94,7,159.0,396
398,168,Anterior olfactory nucleus layer 2,AON2,#54bf94,7,159.0,397
399,589,Taenia tecta,TT,#62d09f,6,698.0,398
400,597,Taenia tecta dorsal part,TTd,#62d09f,7,589.0,399
401,297,Taenia tecta dorsal part layers 1-4,TTd1-4,#62d09f,8,597.0,400
402,1034,Taenia tecta dorsal part layer 1,TTd1,#62d09f,8,597.0,401
403,1042,Taenia tecta dorsal part layer 2,TTd2,#62d09f,8,597.0,402
404,1050,Taenia tecta dorsal part layer 3,TTd3,#62d09f,8,597.0,403
405,1059,Taenia tecta dorsal part layer 4,TTd4,#62d09f,8,597.0,404
406,605,Taenia tecta ventral part,TTv,#62d09f,7,589.0,405
407,306,Taenia tecta ventral part layers 1-3,TTv1-3,#62d09f,8,605.0,406
408,1067,Taenia tecta ventral part layer 1,TTv1,#62d09f,8,605.0,407
409,1075,Taenia tecta ventral part layer 2,TTv2,#62d09f,8,605.0,408
410,1082,Taenia tecta ventral part layer 3,TTv3,#62d09f,8,605.0,409
411,814,Dorsal peduncular area,DP,#a4daa4,6,698.0,410
412,496,Dorsal peduncular area layer 1,DP1,#a4daa4,7,814.0,411
413,535,Dorsal peduncular area layer 2,DP2,#a4daa4,7,814.0,412
414,360,Dorsal peduncular area layer 2/3,DP2/3,#a4daa4,7,814.0,413
415,646,Dorsal peduncular area layer 5,DP5,#a4daa4,7,814.0,414
416,267,Dorsal peduncular area layer 6a,DP6a,#a4daa4,7,814.0,415
417,961,Piriform area,PIR,#6acbba,6,698.0,416
418,152,Piriform area layers 1-3,PIR1-3,#6acbba,7,961.0,417
419,276,Piriform area molecular layer,PIR1,#6acbba,7,961.0,418
420,284,Piriform area pyramidal layer,PIR2,#6acbba,7,961.0,419
421,291,Piriform area polymorph layer,PIR3,#6acbba,7,961.0,420
422,619,Nucleus of the lateral olfactory tract,NLOT,#95e4c8,6,698.0,421
423,392,Nucleus of the lateral olfactory tract layers 1-3,NLOT1-3,#95e4c8,7,619.0,422
424,260,Nucleus of the lateral olfactory tract molecular layer,NLOT1,#95e4c8,7,619.0,423
425,268,Nucleus of the lateral olfactory tract pyramidal layer,NLOT2,#95e4c8,7,619.0,424
426,1139,Nucleus of the lateral olfactory tract layer 3,NLOT3,#95e4c8,7,619.0,425
427,631,Cortical amygdalar area,COA,#61e7b7,6,698.0,426
428,639,Cortical amygdalar area anterior part,COAa,#61e7b7,7,631.0,427
429,192,Cortical amygdalar area anterior part layer 1,COAa1,#61e7b7,8,639.0,428
430,200,Cortical amygdalar area anterior part layer 2,COAa2,#61e7b7,8,639.0,429
431,208,Cortical amygdalar area anterior part layer 3,COAa3,#61e7b7,8,639.0,430
432,647,Cortical amygdalar area posterior part,COAp,#61e7b7,7,631.0,431
433,655,Cortical amygdalar area posterior part lateral zone,COApl,#61e7b7,8,647.0,432
434,584,Cortical amygdalar area posterior part lateral zone layers 1-2,COApl1-2,#61e7b7,9,655.0,433
435,376,Cortical amygdalar area posterior part lateral zone layers 1-3,COApl1-3,#61e7b7,9,655.0,434
436,216,Cortical amygdalar area posterior part lateral zone layer 1,COApl1,#61e7b7,9,655.0,435
437,224,Cortical amygdalar area posterior part lateral zone layer 2,COApl2,#61e7b7,9,655.0,436
438,232,Cortical amygdalar area posterior part lateral zone layer 3,COApl3,#61e7b7,9,655.0,437
439,663,Cortical amygdalar area posterior part medial zone,COApm,#61e7b7,8,647.0,438
440,592,Cortical amygdalar area posterior part medial zone layers 1-2,COApm1-2,#61e7b7,9,663.0,439
441,383,Cortical amygdalar area posterior part medial zone layers 1-3,COApm1-3,#61e7b7,9,663.0,440
442,240,Cortical amygdalar area posterior part medial zone layer 1,COApm1,#61e7b7,9,663.0,441
443,248,Cortical amygdalar area posterior part medial zone layer 2,COApm2,#61e7b7,9,663.0,442
444,256,Cortical amygdalar area posterior part medial zone layer 3,COApm3,#61e7b7,9,663.0,443
445,788,Piriform-amygdalar area,PAA,#59daab,6,698.0,444
446,400,Piriform-amygdalar area layers 1-3,PAA1-3,#59daab,7,788.0,445
447,408,Piriform-amygdalar area molecular layer,PAA1,#59daab,7,788.0,446
448,416,Piriform-amygdalar area pyramidal layer,PAA2,#59daab,7,788.0,447
449,424,Piriform-amygdalar area polymorph layer,PAA3,#59daab,7,788.0,448
450,566,Postpiriform transition area,TR,#a8ecd3,6,698.0,449
451,517,Postpiriform transition area layers 1-3,TR1-3,#a8ecd3,7,566.0,450
452,1140,Postpiriform transition area layers 1,TR1,#a8ecd3,7,566.0,451
453,1141,Postpiriform transition area layers 2,TR2,#a8ecd3,7,566.0,452
454,1142,Postpiriform transition area layers 3,TR3,#a8ecd3,7,566.0,453
455,1089,Hippocampal formation,HPF,#7ed04b,5,695.0,454
456,1080,Hippocampal region,HIP,#7ed04b,6,1089.0,455
457,375,Ammon's horn,CA,#7ed04b,7,1080.0,456
458,382,Field CA1,CA1,#7ed04b,8,375.0,457
459,391,Field CA1 stratum lacunosum-moleculare,CA1slm,#7ed04b,9,382.0,458
460,399,Field CA1 stratum oriens,CA1so,#7ed04b,9,382.0,459
461,407,Field CA1 pyramidal layer,CA1sp,#66a83d,9,382.0,460
462,415,Field CA1 stratum radiatum,CA1sr,#7ed04b,9,382.0,461
463,423,Field CA2,CA2,#7ed04b,8,375.0,462
464,431,Field CA2 stratum lacunosum-moleculare,CA2slm,#7ed04b,9,423.0,463
465,438,Field CA2 stratum oriens,CA2so,#7ed04b,9,423.0,464
466,446,Field CA2 pyramidal layer,CA2sp,#66a83d,9,423.0,465
467,454,Field CA2 stratum radiatum,CA2sr,#7ed04b,9,423.0,466
468,463,Field CA3,CA3,#7ed04b,8,375.0,467
469,471,Field CA3 stratum lacunosum-moleculare,CA3slm,#7ed04b,9,463.0,468
470,479,Field CA3 stratum lucidum,CA3slu,#7ed04b,9,463.0,469
471,486,Field CA3 stratum oriens,CA3so,#7ed04b,9,463.0,470
472,495,Field CA3 pyramidal layer,CA3sp,#66a83d,9,463.0,471
473,504,Field CA3 stratum radiatum,CA3sr,#7ed04b,9,463.0,472
474,726,Dentate gyrus,DG,#7ed04b,7,1080.0,473
475,10703,Dentate gyrus molecular layer,DG-mo,#7ed04b,8,726.0,474
476,10704,Dentate gyrus polymorph layer,DG-po,#7ed04b,8,726.0,475
477,632,Dentate gyrus granule cell layer,DG-sg,#66a83d,8,726.0,476
478,10702,Dentate gyrus subgranular zone,DG-sgz,#7ed04b,8,726.0,477
479,734,Dentate gyrus crest,DGcr,#7ed04b,8,726.0,478
480,742,Dentate gyrus crest molecular layer,DGcr-mo,#7ed04b,9,734.0,479
481,751,Dentate gyrus crest polymorph layer,DGcr-po,#7ed04b,9,734.0,480
482,758,Dentate gyrus crest granule cell layer,DGcr-sg,#7ed04b,9,734.0,481
483,766,Dentate gyrus lateral blade,DGlb,#7ed04b,8,726.0,482
484,775,Dentate gyrus lateral blade molecular layer,DGlb-mo,#7ed04b,9,766.0,483
485,782,Dentate gyrus lateral blade polymorph layer,DGlb-po,#7ed04b,9,766.0,484
486,790,Dentate gyrus lateral blade granule cell layer,DGlb-sg,#7ed04b,9,766.0,485
487,799,Dentate gyrus medial blade,DGmb,#7ed04b,8,726.0,486
488,807,Dentate gyrus medial blade molecular layer,DGmb-mo,#7ed04b,9,799.0,487
489,815,Dentate gyrus medial blade polymorph layer,DGmb-po,#7ed04b,9,799.0,488
490,823,Dentate gyrus medial blade granule cell layer,DGmb-sg,#7ed04b,9,799.0,489
491,982,Fasciola cinerea,FC,#7ed04b,7,1080.0,490
492,19,Induseum griseum,IG,#7ed04b,7,1080.0,491
493,822,Retrohippocampal region,RHP,#32b825,6,1089.0,492
494,909,Entorhinal area,ENT,#32b825,7,822.0,493
495,918,Entorhinal area lateral part,ENTl,#32b825,8,909.0,494
496,1121,Entorhinal area lateral part layer 1,ENTl1,#32b825,9,918.0,495
497,20,Entorhinal area lateral part layer 2,ENTl2,#32b825,9,918.0,496
498,999,Entorhinal area lateral part layer 2/3,ENTl2/3,#32b825,9,918.0,497
499,715,Entorhinal area lateral part layer 2a,ENTl2a,#32b825,9,918.0,498
500,764,Entorhinal area lateral part layer 2b,ENTl2b,#32b825,9,918.0,499
501,52,Entorhinal area lateral part layer 3,ENTl3,#32b825,9,918.0,500
502,92,Entorhinal area lateral part layer 4,ENTl4,#32b825,9,918.0,501
503,312,Entorhinal area lateral part layer 4/5,ENTl4/5,#32b825,9,918.0,502
504,139,Entorhinal area lateral part layer 5,ENTl5,#32b825,9,918.0,503
505,387,Entorhinal area lateral part layer 5/6,ENTl5/6,#32b825,9,918.0,504
506,28,Entorhinal area lateral part layer 6a,ENTl6a,#32b825,9,918.0,505
507,60,Entorhinal area lateral part layer 6b,ENTl6b,#32b825,9,918.0,506
508,926,Entorhinal area medial part dorsal zone,ENTm,#32b825,8,909.0,507
509,526,Entorhinal area medial part dorsal zone layer 1,ENTm1,#32b825,9,926.0,508
510,543,Entorhinal area medial part dorsal zone layer 2,ENTm2,#32b825,9,926.0,509
511,468,Entorhinal area medial part dorsal zone layer 2a,ENTm2a,#32b825,9,926.0,510
512,508,Entorhinal area medial part dorsal zone layer 2b,ENTm2b,#32b825,9,926.0,511
513,664,Entorhinal area medial part dorsal zone layer 3,ENTm3,#32b825,9,926.0,512
514,712,Entorhinal area medial part dorsal zone layer 4,ENTm4,#32b825,9,926.0,513
515,727,Entorhinal area medial part dorsal zone layer 5,ENTm5,#32b825,9,926.0,514
516,550,Entorhinal area medial part dorsal zone layer 5/6,ENTm5/6,#32b825,9,926.0,515
517,743,Entorhinal area medial part dorsal zone layer 6,ENTm6,#32b825,9,926.0,516
518,934,Entorhinal area medial part ventral zone,ENTmv,#32b825,8,909.0,517
519,259,Entorhinal area medial part ventral zone layer 1,ENTmv1,#32b825,9,934.0,518
520,324,Entorhinal area medial part ventral zone layer 2,ENTmv2,#32b825,9,934.0,519
521,371,Entorhinal area medial part ventral zone layer 3,ENTmv3,#32b825,9,934.0,520
522,419,Entorhinal area medial part ventral zone layer 4,ENTmv4,#32b825,9,934.0,521
523,1133,Entorhinal area medial part ventral zone layer 5/6,ENTmv5/6,#32b825,9,934.0,522
524,843,Parasubiculum,PAR,#72d569,7,822.0,523
525,10693,Parasubiculum layer 1,PAR1,#72d569,8,843.0,524
526,10694,Parasubiculum layer 2,PAR2,#72d569,8,843.0,525
527,10695,Parasubiculum layer 3,PAR3,#72d569,8,843.0,526
528,1037,Postsubiculum,POST,#48c83c,7,822.0,527
529,10696,Postsubiculum layer 1,POST1,#48c83c,8,1037.0,528
530,10697,Postsubiculum layer 2,POST2,#48c83c,8,1037.0,529
531,10698,Postsubiculum layer 3,POST3,#48c83c,8,1037.0,530
532,1084,Presubiculum,PRE,#59b947,7,822.0,531
533,10699,Presubiculum layer 1,PRE1,#59b947,8,1084.0,532
534,10700,Presubiculum layer 2,PRE2,#59b947,8,1084.0,533
535,10701,Presubiculum layer 3,PRE3,#59b947,8,1084.0,534
536,502,Subiculum,SUB,#4fc244,7,822.0,535
537,509,Subiculum dorsal part,SUBd,#4fc244,8,502.0,536
538,829,Subiculum dorsal part molecular layer,SUBd-m,#4fc244,9,509.0,537
539,845,Subiculum dorsal part pyramidal layer,SUBd-sp,#4bb547,9,509.0,538
540,837,Subiculum dorsal part stratum radiatum,SUBd-sr,#4fc244,9,509.0,539
541,518,Subiculum ventral part,SUBv,#4fc244,8,502.0,540
542,853,Subiculum ventral part molecular layer,SUBv-m,#4fc244,9,518.0,541
543,870,Subiculum ventral part pyramidal layer,SUBv-sp,#4bb547,9,518.0,542
544,861,Subiculum ventral part stratum radiatum,SUBv-sr,#4fc244,9,518.0,543
545,484682470,Prosubiculum,ProS,#58ba48,7,822.0,544
546,484682475,Prosubiculum dorsal part,ProSd,#58ba48,8,484682470.0,545
547,484682479,Prosubiculum dorsal part molecular layer,ProSd-m,#58ba48,9,484682475.0,546
548,484682483,Prosubiculum dorsal part pyramidal layer,ProSd-sp,#56b84b,9,484682475.0,547
549,484682487,Prosubiculum dorsal part stratum radiatum,ProSd-sr,#58ba48,9,484682475.0,548
550,484682492,Prosubiculum ventral part,ProSv,#58ba48,8,484682470.0,549
551,484682496,Prosubiculum ventral part molecular layer,ProSv-m,#58ba48,9,484682492.0,550
552,484682500,Prosubiculum ventral part pyramidal layer,ProSv-sp,#56b84b,9,484682492.0,551
553,484682504,Prosubiculum ventral part stratum radiatum,Prosv-sr,#58ba48,9,484682492.0,552
554,589508447,Hippocampo-amygdalar transition area,HATA,#33b932,7,822.0,553
555,484682508,Area prostriata,APr,#33b932,7,822.0,554
556,703,Cortical subplate,CTXsp,#8ada87,4,688.0,555
557,16,Layer 6b isocortex,6b,#8ada87,5,703.0,556
558,583,Claustrum,CLA,#8ada87,5,703.0,557
559,942,Endopiriform nucleus,EP,#a0ee9d,5,703.0,558
560,952,Endopiriform nucleus dorsal part,EPd,#a0ee9d,6,942.0,559
561,966,Endopiriform nucleus ventral part,EPv,#a0ee9d,6,942.0,560
562,131,Lateral amygdalar nucleus,LA,#90eb8d,5,703.0,561
563,295,Basolateral amygdalar nucleus,BLA,#9de79c,5,703.0,562
564,303,Basolateral amygdalar nucleus anterior part,BLAa,#9de79c,6,295.0,563
565,311,Basolateral amygdalar nucleus posterior part,BLAp,#9de79c,6,295.0,564
566,451,Basolateral amygdalar nucleus ventral part,BLAv,#9de79c,6,295.0,565
567,319,Basomedial amygdalar nucleus,BMA,#84ea81,5,703.0,566
568,327,Basomedial amygdalar nucleus anterior part,BMAa,#84ea81,6,319.0,567
569,334,Basomedial amygdalar nucleus posterior part,BMAp,#84ea81,6,319.0,568
570,780,Posterior amygdalar nucleus,PA,#97ec93,5,703.0,569
571,623,Cerebral nuclei,CNU,#98d6f9,3,567.0,570
572,477,Striatum,STR,#98d6f9,4,623.0,571
573,485,Striatum dorsal region,STRd,#98d6f9,5,477.0,572
574,672,Caudoputamen,CP,#98d6f9,6,485.0,573
575,493,Striatum ventral region,STRv,#80cdf8,5,477.0,574
576,56,Nucleus accumbens,ACB,#80cdf8,6,493.0,575
577,998,Fundus of striatum,FS,#80cdf8,6,493.0,576
578,754,Olfactory tubercle,OT,#80cdf8,6,493.0,577
579,481,Islands of Calleja,isl,#80cdf8,7,754.0,578
580,489,Major island of Calleja,islm,#80cdf8,7,754.0,579
581,144,Olfactory tubercle layers 1-3,OT1-3,#80cdf8,7,754.0,580
582,458,Olfactory tubercle molecular layer,OT1,#80cdf8,7,754.0,581
583,465,Olfactory tubercle pyramidal layer,OT2,#80cdf8,7,754.0,582
584,473,Olfactory tubercle polymorph layer,OT3,#80cdf8,7,754.0,583
585,549009199,Lateral strip of striatum,LSS,#80cdf8,6,493.0,584
586,275,Lateral septal complex,LSX,#90cbed,5,477.0,585
587,242,Lateral septal nucleus,LS,#90cbed,6,275.0,586
588,250,Lateral septal nucleus caudal (caudodorsal) part,LSc,#90cbed,7,242.0,587
589,258,Lateral septal nucleus rostral (rostroventral) part,LSr,#90cbed,7,242.0,588
590,266,Lateral septal nucleus ventral part,LSv,#90cbed,7,242.0,589
591,310,Septofimbrial nucleus,SF,#90cbed,6,275.0,590
592,333,Septohippocampal nucleus,SH,#90cbed,6,275.0,591
593,278,Striatum-like amygdalar nuclei,sAMY,#80c0e2,5,477.0,592
594,23,Anterior amygdalar area,AAA,#80c0e2,6,278.0,593
595,292,Bed nucleus of the accessory olfactory tract,BA,#80c0e2,6,278.0,594
596,536,Central amygdalar nucleus,CEA,#80c0e2,6,278.0,595
597,544,Central amygdalar nucleus capsular part,CEAc,#80c0e2,7,536.0,596
598,551,Central amygdalar nucleus lateral part,CEAl,#80c0e2,7,536.0,597
599,559,Central amygdalar nucleus medial part,CEAm,#80c0e2,7,536.0,598
600,1105,Intercalated amygdalar nucleus,IA,#80c0e2,6,278.0,599
601,403,Medial amygdalar nucleus,MEA,#80c0e2,6,278.0,600
602,411,Medial amygdalar nucleus anterodorsal part,MEAad,#80c0e2,7,403.0,601
603,418,Medial amygdalar nucleus anteroventral part,MEAav,#80c0e2,7,403.0,602
604,426,Medial amygdalar nucleus posterodorsal part,MEApd,#80c0e2,7,403.0,603
605,472,Medial amygdalar nucleus posterodorsal part sublayer a,MEApd-a,#80c0e2,8,426.0,604
606,480,Medial amygdalar nucleus posterodorsal part sublayer b,MEApd-b,#80c0e2,8,426.0,605
607,487,Medial amygdalar nucleus posterodorsal part sublayer c,MEApd-c,#80c0e2,8,426.0,606
608,435,Medial amygdalar nucleus posteroventral part,MEApv,#80c0e2,7,403.0,607
609,803,Pallidum,PAL,#8599cc,4,623.0,608
610,818,Pallidum dorsal region,PALd,#8599cc,5,803.0,609
611,1022,Globus pallidus external segment,GPe,#8599cc,6,818.0,610
612,1031,Globus pallidus internal segment,GPi,#8599cc,6,818.0,611
613,835,Pallidum ventral region,PALv,#a2b1d8,5,803.0,612
614,342,Substantia innominata,SI,#a2b1d8,6,835.0,613
615,298,Magnocellular nucleus,MA,#a2b1d8,6,835.0,614
616,826,Pallidum medial region,PALm,#96a7d3,5,803.0,615
617,904,Medial septal complex,MSC,#96a7d3,6,826.0,616
618,564,Medial septal nucleus,MS,#96a7d3,7,904.0,617
619,596,Diagonal band nucleus,NDB,#96a7d3,7,904.0,618
620,581,Triangular nucleus of septum,TRS,#96a7d3,6,826.0,619
621,809,Pallidum caudal region,PALc,#b3c0df,5,803.0,620
622,351,Bed nuclei of the stria terminalis,BST,#b3c0df,6,809.0,621
623,359,Bed nuclei of the stria terminalis anterior division,BSTa,#b3c0df,7,351.0,622
624,537,Bed nuclei of the stria terminalis anterior division anterolateral area,BSTal,#b3c0df,8,359.0,623
625,498,Bed nuclei of the stria terminalis anterior division anteromedial area,BSTam,#b3c0df,8,359.0,624
626,505,Bed nuclei of the stria terminalis anterior division dorsomedial nucleus,BSTdm,#b3c0df,8,359.0,625
627,513,Bed nuclei of the stria terminalis anterior division fusiform nucleus,BSTfu,#b3c0df,8,359.0,626
628,546,Bed nuclei of the stria terminalis anterior division juxtacapsular nucleus,BSTju,#b3c0df,8,359.0,627
629,521,Bed nuclei of the stria terminalis anterior division magnocellular nucleus,BSTmg,#b3c0df,8,359.0,628
630,554,Bed nuclei of the stria terminalis anterior division oval nucleus,BSTov,#b3c0df,8,359.0,629
631,562,Bed nuclei of the stria terminalis anterior division rhomboid nucleus,BSTrh,#b3c0df,8,359.0,630
632,529,Bed nuclei of the stria terminalis anterior division ventral nucleus,BSTv,#b3c0df,8,359.0,631
633,367,Bed nuclei of the stria terminalis posterior division,BSTp,#b3c0df,7,351.0,632
634,569,Bed nuclei of the stria terminalis posterior division dorsal nucleus,BSTd,#b3c0df,8,367.0,633
635,578,Bed nuclei of the stria terminalis posterior division principal nucleus,BSTpr,#b3c0df,8,367.0,634
636,585,Bed nuclei of the stria terminalis posterior division interfascicular nucleus,BSTif,#b3c0df,8,367.0,635
637,594,Bed nuclei of the stria terminalis posterior division transverse nucleus,BSTtr,#b3c0df,8,367.0,636
638,602,Bed nuclei of the stria terminalis posterior division strial extension,BSTse,#b3c0df,8,367.0,637
639,287,Bed nucleus of the anterior commissure,BAC,#b3c0df,6,809.0,638
640,343,Brain stem,BS,#ff7080,2,8.0,639
641,1129,Interbrain,IB,#ff7080,3,343.0,640
642,549,Thalamus,TH,#ff7080,4,1129.0,641
643,864,Thalamus sensory-motor cortex related,DORsm,#ff8084,5,549.0,642
644,637,Ventral group of the dorsal thalamus,VENT,#ff8084,6,864.0,643
645,629,Ventral anterior-lateral complex of the thalamus,VAL,#ff8084,7,637.0,644
646,685,Ventral medial nucleus of the thalamus,VM,#ff8084,7,637.0,645
647,709,Ventral posterior complex of the thalamus,VP,#ff8084,7,637.0,646
